date,city,price,br,lsqft,bsqft
2006-12-10,Berkeley,975000.0,4.0,6700.0,2306.0
2006-07-16,Berkeley,900000.0,4.0,25996.0,2285.0
2006-05-28,Berkeley,1200000.0,3.0,5750.0,2055.0
2006-04-23,Berkeley,1400000.0,3.0,5916.0,1763.0
2006-11-19,Berkeley,959000.0,3.0,5100.0,1681.0
2006-12-03,Berkeley,1052000.0,2.0,5100.0,1948.0
2006-01-15,Berkeley,715000.0,2.0,4935.0,1119.0
2006-11-26,Berkeley,705000.0,3.0,5740.0,1537.0
2006-05-07,Berkeley,1210000.0,2.0,3354.0,1312.0
2006-12-31,Berkeley,960000.0,4.0,4700.0,2025.0
2006-05-14,Berkeley,1030000.0,3.0,4888.0,1568.0
2006-07-02,Berkeley,961000.0,2.0,6900.0,1500.0
2006-11-19,Berkeley,925000.0,3.0,6875.0,2100.0
2006-11-26,Berkeley,950000.0,2.0,7161.0,1402.0
2006-01-29,Berkeley,560000.0,3.0,3800.0,1176.0
2006-12-24,Berkeley,762000.0,3.0,4872.0,1488.0
2006-07-16,Berkeley,965000.0,4.0,3800.0,1561.0
2006-07-09,Berkeley,1150000.0,3.0,4116.0,1416.0
2006-07-30,Berkeley,1130000.0,5.0,5000.0,2349.0
2006-07-16,Berkeley,924500.0,3.0,8600.0,2444.0
2006-05-14,Berkeley,1257000.0,3.0,7332.0,2474.0
2006-03-05,Berkeley,795000.0,2.0,4719.0,1328.0
2006-12-24,Berkeley,830000.0,3.0,6720.0,2760.0
2006-06-18,Berkeley,1350000.0,4.0,16892.0,2520.0
2006-06-04,Berkeley,1974000.0,4.0,13167.0,3273.0
2006-05-21,Berkeley,735000.0,2.0,5203.0,1900.0
2006-04-02,Berkeley,585000.0,2.0,3500.0,888.0
2006-01-01,Berkeley,572000.0,2.0,3610.0,888.0
2006-10-29,Berkeley,775000.0,5.0,4300.0,1695.0
2006-12-10,Berkeley,1203000.0,5.0,10675.0,2294.0
2006-04-02,Berkeley,1675000.0,3.0,13119.0,3693.0
2006-10-15,Berkeley,600000.0,2.0,3800.0,1201.0
2006-05-21,Berkeley,900000.0,2.0,7755.0,1438.0
2006-09-03,Berkeley,648000.0,2.0,3500.0,883.0
2006-05-14,Berkeley,1401000.0,3.0,7020.0,1415.0
2006-05-28,Berkeley,635000.0,2.0,3900.0,1056.0
2006-01-15,Berkeley,1441500.0,2.0,5200.0,2321.0
2006-06-18,Berkeley,656000.0,2.0,4000.0,1004.0
2006-12-03,Berkeley,770000.0,3.0,5049.0,1567.0
2006-01-22,Berkeley,808000.0,2.0,7750.0,1887.0
2006-03-05,Berkeley,1352000.0,4.0,5350.0,2674.0
2006-05-28,Berkeley,840000.0,3.0,3686.0,1496.0
2006-01-29,Berkeley,800000.0,3.0,3686.0,1496.0
2006-08-13,Berkeley,1055000.0,5.0,3960.0,2340.0
2006-10-29,Berkeley,950000.0,3.0,7020.0,1852.0
2006-11-26,Berkeley,1295000.0,4.0,11136.0,3409.0
2006-04-30,Berkeley,715000.0,3.0,4725.0,1385.0
2006-12-03,Berkeley,425000.0,1.0,6900.0,795.0
2006-03-26,Berkeley,435000.0,1.0,6900.0,795.0
2006-12-03,Berkeley,804000.0,2.0,4600.0,1355.0
2006-05-21,Berkeley,728000.0,2.0,5400.0,968.0
2006-10-08,Berkeley,1025000.0,4.0,5670.0,2840.0
2006-07-02,Berkeley,1300000.0,4.0,5568.0,2226.0
2006-11-12,Berkeley,836000.0,2.0,6100.0,1382.0
2006-03-12,Berkeley,1400000.0,2.0,5734.0,1572.0
2006-06-04,Berkeley,950000.0,4.0,5720.0,2636.0
2006-02-12,Berkeley,3000000.0,7.0,6795.0,3819.0
2006-02-26,Berkeley,700000.0,3.0,5896.0,2183.0
2006-06-04,Berkeley,968000.0,3.0,9450.0,2143.0
2006-06-25,Berkeley,930000.0,2.0,5985.0,1640.0
2006-06-18,Berkeley,800000.0,3.0,4150.0,2324.0
2006-07-23,Berkeley,853000.0,3.0,4050.0,1448.0
2006-07-02,Berkeley,750000.0,3.0,6710.0,2171.0
2006-05-07,Berkeley,850000.0,3.0,3950.0,1792.0
2006-09-10,Berkeley,662000.0,2.0,5002.0,960.0
2006-08-06,Berkeley,1600000.0,5.0,27209.0,3237.0
2006-07-02,Berkeley,732000.0,3.0,5900.0,1280.0
2006-12-24,Berkeley,501000.0,1.0,4532.0,863.0
2006-11-12,Berkeley,890000.0,3.0,5700.0,2365.0
2006-06-25,Berkeley,940000.0,4.0,7360.0,2626.0
2006-02-12,Berkeley,927000.0,1.0,6155.0,1897.0
2006-11-26,Berkeley,700000.0,2.0,3864.0,1782.0
2006-12-24,Berkeley,757500.0,2.0,7315.0,1334.0
2006-10-22,Berkeley,775000.0,2.0,5445.0,2036.0
2006-09-24,Berkeley,760000.0,3.0,7300.0,1574.0
2006-01-08,Berkeley,650000.0,3.0,6300.0,1962.0
2006-05-21,Berkeley,775000.0,2.0,11040.0,898.0
2006-05-28,Berkeley,1550000.0,3.0,6075.0,2752.0
2006-09-17,Berkeley,973000.0,3.0,5950.0,1500.0
2006-05-14,Berkeley,695000.0,4.0,2485.0,1931.0
2006-08-06,Berkeley,850000.0,3.0,6380.0,2100.0
2006-06-18,Berkeley,625000.0,2.0,6375.0,912.0
2006-10-01,Berkeley,987000.0,3.0,5580.0,2000.0
2006-03-12,Berkeley,705000.0,2.0,5805.0,1024.0
2006-03-12,Berkeley,950000.0,3.0,9672.0,1969.0
2006-02-05,Berkeley,681000.0,2.0,5336.0,1066.0
2006-07-16,Berkeley,1400000.0,4.0,10640.0,2554.0
2006-02-26,Berkeley,550000.0,2.0,4980.0,808.0
2006-07-09,Berkeley,1160000.0,2.0,6050.0,2066.0
2006-08-06,Berkeley,1700000.0,2.0,8330.0,2022.0
2006-07-02,Berkeley,810000.0,4.0,5734.0,1684.0
2006-06-11,Berkeley,805000.0,4.0,5040.0,1297.0
2006-11-19,Berkeley,750000.0,3.0,4905.0,1355.0
2006-07-16,Berkeley,835000.0,3.0,8094.0,1801.0
2006-06-04,Berkeley,1435000.0,4.0,6500.0,2196.0
2006-10-22,Berkeley,895000.0,,8700.0,2337.0
2006-05-07,Berkeley,750000.0,3.0,3300.0,988.0
2006-04-09,Berkeley,940000.0,4.0,4225.0,1788.0
2006-05-28,Berkeley,650000.0,2.0,5170.0,1281.0
2006-12-24,Berkeley,875000.0,,3488.0,2432.0
2006-04-23,Berkeley,1248000.0,3.0,14140.0,1891.0
2006-06-11,Berkeley,1100000.0,3.0,5400.0,1813.0
2006-07-23,Berkeley,675000.0,1.0,7456.0,944.0
2006-08-06,Berkeley,746000.0,4.0,4750.0,2180.0
2006-04-30,Berkeley,930000.0,2.0,6120.0,1532.0
2006-09-10,Berkeley,1280000.0,4.0,3000.0,1915.0
2006-07-09,Berkeley,1312000.0,3.0,4000.0,1949.0
2006-02-26,Berkeley,1316000.0,5.0,5346.0,2600.0
2006-06-04,Berkeley,789000.0,5.0,5643.0,2195.0
2006-01-01,Berkeley,1045000.0,3.0,6020.0,1270.0
2006-08-13,Berkeley,1665000.0,3.0,8377.0,1944.0
2006-06-11,Berkeley,150000.0,4.0,10336.0,1871.0
2006-12-31,Berkeley,1150000.0,2.0,3990.0,1686.0
2006-07-02,Berkeley,750000.0,3.0,8515.0,1547.0
2006-01-08,Berkeley,1794000.0,4.0,12512.0,4965.0
2006-01-22,Berkeley,850000.0,4.0,10758.0,1745.0
2006-11-05,Berkeley,900000.0,4.0,8384.0,2188.0
2006-12-31,Berkeley,670000.0,3.0,5429.0,1319.0
2006-07-16,Berkeley,935000.0,4.0,8100.0,2300.0
2006-07-02,Berkeley,903000.0,3.0,6760.0,2322.0
2006-10-01,Berkeley,850000.0,4.0,7592.0,1485.0
2006-05-07,Berkeley,820000.0,3.0,7484.0,1363.0
2006-01-08,Berkeley,620000.0,3.0,7910.0,1542.0
2006-05-21,Berkeley,760000.0,3.0,7910.0,1542.0
2006-04-02,Berkeley,1500000.0,5.0,5000.0,2811.0
2006-07-02,Berkeley,847000.0,3.0,5688.0,2002.0
2006-06-04,Berkeley,1277500.0,4.0,5250.0,2743.0
2006-04-30,Berkeley,1010000.0,3.0,6450.0,2228.0
2006-08-20,Berkeley,807000.0,3.0,5250.0,1771.0
2006-07-16,Berkeley,928500.0,2.0,6262.0,1597.0
2006-08-27,Berkeley,950000.0,4.0,5490.0,2253.0
2006-08-27,Berkeley,1010000.0,3.0,6500.0,2006.0
2006-01-01,Berkeley,716500.0,3.0,4607.0,1422.0
2006-02-05,Berkeley,960000.0,3.0,8505.0,2512.0
2006-12-03,Berkeley,717000.0,2.0,6095.0,1200.0
2006-05-28,Berkeley,900000.0,3.0,7327.0,2046.0
2006-09-24,Berkeley,680000.0,4.0,6962.0,1448.0
2006-07-23,Berkeley,680000.0,1.0,5145.0,611.0
2006-02-05,Berkeley,913000.0,3.0,15025.0,2363.0
2006-09-17,Berkeley,814000.0,3.0,6512.0,1181.0
2006-04-23,Berkeley,1581000.0,4.0,21509.0,3544.0
2006-05-21,Berkeley,770000.0,3.0,6900.0,2024.0
2006-07-23,Berkeley,1190000.0,3.0,6160.0,1414.0
2006-12-03,Berkeley,1150000.0,6.0,8892.0,2316.0
2006-01-01,Berkeley,961000.0,2.0,4300.0,2553.0
2006-12-17,Berkeley,920000.0,2.0,5934.0,1798.0
2006-04-23,Berkeley,880000.0,4.0,7130.0,1967.0
2006-07-02,Berkeley,825000.0,2.0,4840.0,1428.0
2006-04-09,Berkeley,786000.0,3.0,4960.0,1425.0
2006-05-28,Berkeley,825000.0,2.0,5240.0,1886.0
2006-10-01,Berkeley,930000.0,2.0,4840.0,1497.0
2006-05-07,Berkeley,825000.0,2.0,6000.0,1055.0
2006-05-28,Berkeley,750000.0,3.0,3900.0,1429.0
2006-05-14,Berkeley,1125000.0,3.0,5800.0,1989.0
2006-12-31,Berkeley,777000.0,1.0,4920.0,843.0
2006-01-01,Berkeley,1325000.0,1.0,12780.0,2840.0
2006-06-18,Berkeley,1060000.0,5.0,5900.0,3224.0
2006-12-31,Berkeley,665000.0,3.0,5980.0,1642.0
2006-01-01,Berkeley,855000.0,3.0,7361.0,1672.0
2006-06-11,Berkeley,849000.0,3.0,2000.0,2113.0
2006-01-22,Berkeley,930000.0,3.0,6069.0,1635.0
2006-03-19,Berkeley,930000.0,3.0,6069.0,1635.0
2006-01-01,Berkeley,875000.0,2.0,7102.0,2272.0
2006-04-30,Berkeley,1015000.0,3.0,6825.0,1412.0
2006-05-07,Berkeley,1300000.0,3.0,8343.0,2416.0
2006-05-14,Berkeley,1040000.0,3.0,5510.0,1612.0
2006-10-22,Berkeley,839000.0,3.0,4264.0,1649.0
2006-05-14,Berkeley,845000.0,3.0,3900.0,1206.0
2006-01-08,Berkeley,678000.0,2.0,6750.0,1260.0
2006-01-15,Berkeley,840000.0,4.0,5400.0,1756.0
2006-08-13,Berkeley,930000.0,3.0,3150.0,2118.0
2006-11-19,Berkeley,830000.0,4.0,5480.0,2614.0
2006-01-29,Berkeley,814000.0,3.0,4050.0,1862.0
2006-01-01,Berkeley,950000.0,3.0,5400.0,1816.0
2006-06-11,Berkeley,1200000.0,3.0,4185.0,2082.0
2006-01-08,Berkeley,862500.0,2.0,4600.0,1901.0
2006-07-23,Berkeley,920000.0,4.0,4773.0,1722.0
2006-08-06,Berkeley,1081000.0,4.0,5400.0,1695.0
2006-01-15,Berkeley,710000.0,3.0,5040.0,1546.0
2006-12-31,Berkeley,780000.0,3.0,2448.0,1428.0
2006-07-30,Berkeley,1267500.0,6.0,4250.0,3998.0
2006-11-26,Berkeley,675000.0,2.0,4002.0,1501.0
2006-06-04,Berkeley,1025000.0,6.0,6250.0,3429.0
2006-05-28,Berkeley,120000.0,1.0,6150.0,534.0
2006-03-26,Berkeley,410000.0,1.0,6150.0,575.0
2006-09-24,Berkeley,499000.0,1.0,6150.0,1080.0
2006-09-24,Berkeley,449000.0,1.0,6150.0,715.0
2006-01-15,Berkeley,822000.0,,3850.0,1533.0
2006-11-12,Berkeley,655000.0,2.0,3500.0,1160.0
2006-11-26,Berkeley,650000.0,2.0,7000.0,1169.0
2006-08-27,Berkeley,880000.0,4.0,4000.0,2278.0
2006-10-29,Berkeley,1323000.0,4.0,5671.0,2387.0
2006-08-06,Berkeley,537500.0,1.0,3585.0,898.0
2006-12-17,Berkeley,449000.0,2.0,5000.0,993.0
2006-12-17,Berkeley,900000.0,4.0,18500.0,2367.0
2006-09-03,Berkeley,680000.0,2.0,3300.0,971.0
2006-01-29,Berkeley,408000.0,4.0,5300.0,2186.0
2006-12-24,Berkeley,820000.0,4.0,7035.0,2352.0
2006-10-08,Berkeley,500000.0,3.0,8000.0,1190.0
2006-11-19,Berkeley,687500.0,,6450.0,1825.0
2006-09-03,Berkeley,415000.0,1.0,7095.0,432.0
2006-11-05,Berkeley,470000.0,2.0,4440.0,816.0
2006-01-29,Berkeley,660500.0,3.0,5850.0,1320.0
2006-03-19,Berkeley,660500.0,3.0,5850.0,1320.0
2006-11-19,Berkeley,595000.0,3.0,4680.0,1248.0
2006-11-19,Berkeley,442000.0,3.0,3500.0,902.0
2006-05-28,Berkeley,550000.0,2.0,5200.0,865.0
2006-05-28,Berkeley,385000.0,2.0,5031.0,902.0
2006-08-13,Berkeley,580000.0,2.0,5460.0,820.0
2006-09-03,Berkeley,703000.0,3.0,5031.0,1087.0
2006-12-24,Berkeley,651000.0,3.0,3250.0,1669.0
2006-02-19,Berkeley,900000.0,4.0,5520.0,2158.0
2006-10-01,Berkeley,425000.0,3.0,4590.0,1296.0
2006-01-15,Berkeley,485000.0,2.0,5500.0,816.0
2006-12-24,Berkeley,658000.0,2.0,4550.0,1804.0
2006-12-17,Berkeley,325000.0,2.0,13200.0,744.0
2006-12-03,Berkeley,730000.0,3.0,4230.0,2522.0
2006-07-30,Berkeley,798000.0,5.0,5200.0,1355.0
2006-08-20,Berkeley,665000.0,3.0,6370.0,1876.0
2006-08-13,Berkeley,740000.0,3.0,6406.0,1844.0
2006-10-29,Berkeley,882000.0,,6250.0,2048.0
2006-10-01,Berkeley,529000.0,2.0,5200.0,940.0
2006-01-15,Berkeley,630000.0,5.0,5200.0,2783.0
2006-02-19,Berkeley,438000.0,2.0,4320.0,802.0
2006-12-24,Berkeley,625000.0,2.0,5400.0,1111.0
2006-09-24,Berkeley,605000.0,3.0,6500.0,1427.0
2006-12-24,Berkeley,430000.0,2.0,13500.0,864.0
2006-12-24,Berkeley,535000.0,2.0,6750.0,1244.0
2006-12-03,Berkeley,750000.0,3.0,6000.0,1687.0
2006-04-09,Berkeley,950000.0,5.0,6750.0,1970.0
2006-04-30,Berkeley,650000.0,,6125.0,2200.0
2006-07-02,Berkeley,567000.0,3.0,4500.0,1230.0
2006-11-05,Berkeley,595000.0,3.0,4650.0,1007.0
2006-07-30,Berkeley,762000.0,4.0,3200.0,1848.0
2006-07-16,Berkeley,598000.0,3.0,4800.0,1005.0
2006-04-23,Berkeley,442000.0,3.0,2970.0,1047.0
2006-09-24,Berkeley,655000.0,3.0,3000.0,1332.0
2006-10-01,Berkeley,379500.0,2.0,13200.0,744.0
2006-12-17,Berkeley,389000.0,2.0,13200.0,914.0
2006-04-02,Berkeley,585000.0,4.0,4000.0,1413.0
2006-07-09,Berkeley,689000.0,3.0,3300.0,1594.0
2006-08-20,Berkeley,580000.0,3.0,2310.0,1253.0
2006-04-23,Berkeley,500000.0,3.0,4400.0,1133.0
2006-02-05,Piedmont,720000.0,2.0,6336.0,1317.0
2006-03-26,Piedmont,1115000.0,3.0,4185.0,3325.0
2006-02-26,Piedmont,929500.0,4.0,5969.0,1738.0
2006-10-08,Piedmont,905000.0,3.0,4011.0,1388.0
2006-08-13,Piedmont,1075000.0,3.0,4040.0,1451.0
2006-08-20,Piedmont,1097000.0,4.0,6157.0,2909.0
2006-10-29,Piedmont,1125000.0,3.0,6480.0,1883.0
2006-07-02,Piedmont,1382000.0,3.0,4017.0,1985.0
2006-05-21,Piedmont,3980000.0,7.0,62890.0,7468.0
2006-07-23,Piedmont,1415000.0,5.0,5848.0,2872.0
2006-10-29,Piedmont,1300000.0,6.0,4200.0,2307.0
2006-04-30,Piedmont,1155000.0,3.0,6850.0,1569.0
2006-07-30,Piedmont,3216500.0,3.0,14200.0,3731.0
2006-01-29,Piedmont,1320000.0,5.0,5088.0,2686.0
2006-10-22,Piedmont,865000.0,2.0,4900.0,1870.0
2006-07-23,Piedmont,1300000.0,4.0,4545.0,2705.0
2006-07-23,Piedmont,3625000.0,4.0,15000.0,3527.0
2006-01-15,Piedmont,3975000.0,,15000.0,5974.0
2006-01-08,Piedmont,1227000.0,2.0,5009.0,1762.0
2006-01-15,Piedmont,985000.0,3.0,5670.0,1606.0
2006-07-09,Piedmont,1025000.0,3.0,3608.0,1951.0
2006-04-02,Piedmont,2250000.0,5.0,9000.0,3751.0
2006-06-18,Piedmont,1200000.0,3.0,5100.0,1450.0
2006-07-23,Piedmont,925000.0,2.0,4320.0,1522.0
2006-12-24,Piedmont,1180000.0,3.0,4620.0,2328.0
2006-04-23,Piedmont,1400000.0,3.0,5852.0,2726.0
2006-10-29,Piedmont,1230000.0,3.0,4860.0,2149.0
2006-07-16,Piedmont,1199000.0,2.0,5000.0,1569.0
2006-07-09,Piedmont,750000.0,4.0,9577.0,2284.0
2006-06-25,Piedmont,1543000.0,3.0,2225.0,1448.0
2006-12-24,Piedmont,960000.0,4.0,5550.0,1854.0
2006-08-13,Piedmont,940000.0,3.0,4368.0,1496.0
2006-10-29,Piedmont,990000.0,2.0,6250.0,1612.0
2006-04-30,Piedmont,685000.0,3.0,5125.0,1336.0
2006-11-12,Piedmont,838000.0,3.0,3000.0,1442.0
2006-04-23,Piedmont,1800000.0,3.0,6882.0,2523.0
2006-02-19,Piedmont,1775000.0,4.0,10200.0,3821.0
2006-08-13,Piedmont,1100000.0,3.0,6250.0,1626.0
2006-07-02,Piedmont,2225000.0,3.0,8000.0,2732.0
2006-04-09,Piedmont,830000.0,2.0,6165.0,1075.0
2006-03-19,Piedmont,1350000.0,3.0,3350.0,1840.0
2006-04-02,Piedmont,2100000.0,3.0,5580.0,2577.0
2006-12-10,Piedmont,665000.0,2.0,3290.0,983.0
2006-02-26,Piedmont,980000.0,4.0,5150.0,2000.0
2006-07-02,Piedmont,1930000.0,4.0,4500.0,2831.0
2006-03-12,Piedmont,925000.0,2.0,6950.0,1338.0
2006-01-01,Piedmont,665000.0,2.0,4095.0,1032.0
2006-01-01,Piedmont,1010000.0,3.0,5251.0,1872.0
2006-02-05,Piedmont,1010000.0,3.0,5251.0,1872.0
2006-09-03,Piedmont,1700000.0,3.0,10054.0,3956.0
2006-06-18,Piedmont,2000000.0,4.0,10836.0,3401.0
2006-01-29,Piedmont,1340000.0,2.0,25597.0,2595.0
2006-03-26,Piedmont,2050000.0,4.0,5946.0,3078.0
2006-05-07,Piedmont,1595000.0,3.0,7980.0,1777.0
2006-04-16,Piedmont,929000.0,2.0,5300.0,1276.0
2006-08-20,Piedmont,1030000.0,4.0,5100.0,1793.0
2006-07-09,Piedmont,1250000.0,2.0,5000.0,1416.0
2006-10-08,Piedmont,1310000.0,3.0,4200.0,1679.0
2006-09-10,Piedmont,2025000.0,4.0,4128.0,3227.0
2006-09-10,Piedmont,800000.0,2.0,4368.0,1169.0
2006-01-29,Piedmont,1425000.0,3.0,6045.0,2208.0
2006-03-12,Piedmont,1500000.0,4.0,6000.0,1980.0
2006-11-26,Piedmont,935000.0,2.0,3375.0,1286.0
2006-10-22,Piedmont,753000.0,2.0,3780.0,1408.0
2006-04-30,Piedmont,1160000.0,3.0,6625.0,1413.0
2006-03-26,Piedmont,1425000.0,3.0,9450.0,2313.0
2006-10-29,Piedmont,1114000.0,3.0,19174.0,2119.0
2006-12-31,Piedmont,1110000.0,2.0,13065.0,1805.0
2006-08-20,Piedmont,1900000.0,4.0,6200.0,2878.0
2006-09-24,Piedmont,1375000.0,5.0,7500.0,2236.0
2006-10-08,Piedmont,995000.0,3.0,4356.0,1551.0
2006-12-24,Piedmont,1140000.0,3.0,6520.0,2092.0
2006-11-19,Piedmont,1174500.0,6.0,6650.0,2584.0
2006-01-01,Piedmont,1301000.0,4.0,5950.0,2218.0
2006-10-15,Piedmont,1730000.0,4.0,5633.0,2728.0
2006-10-29,Piedmont,1700000.0,4.0,4750.0,3372.0
2006-10-15,Piedmont,760000.0,4.0,5950.0,2078.0
2006-12-17,Piedmont,785000.0,2.0,7520.0,1166.0
2006-11-12,Piedmont,950000.0,4.0,9652.0,2305.0
2006-06-11,Piedmont,1980000.0,4.0,4977.0,2882.0
2006-10-22,Piedmont,3500000.0,4.0,10000.0,4362.0
2006-03-05,Piedmont,1400000.0,3.0,6710.0,3099.0
2006-07-23,Piedmont,1525000.0,3.0,15168.0,2960.0
2006-04-09,Piedmont,1150000.0,3.0,4800.0,1400.0
2006-12-24,Piedmont,1050000.0,,7088.0,1952.0
2006-09-17,Piedmont,1995000.0,4.0,6400.0,2904.0
2006-06-18,Piedmont,1230000.0,2.0,8960.0,2001.0
2006-03-26,Piedmont,1456000.0,3.0,5000.0,3203.0
2006-11-19,Piedmont,675000.0,3.0,4240.0,1369.0
2006-07-23,Piedmont,670000.0,2.0,3321.0,1142.0
2006-10-01,Piedmont,3100000.0,5.0,21836.0,6480.0
2006-04-23,Piedmont,1050000.0,1.0,4500.0,1560.0
2006-01-15,Piedmont,835000.0,2.0,2300.0,1314.0
2006-03-19,Piedmont,835000.0,2.0,2300.0,1314.0
2006-03-19,Piedmont,625000.0,2.0,3300.0,1008.0
2006-09-24,Piedmont,1805000.0,4.0,11550.0,4465.0
2006-04-30,Piedmont,1495000.0,4.0,5995.0,2615.0
2006-10-22,Piedmont,1595000.0,3.0,13277.0,2934.0
2006-05-14,Piedmont,1510000.0,4.0,11020.0,2671.0
2006-10-22,Piedmont,1070000.0,4.0,22896.0,3171.0
2006-07-16,Piedmont,1050000.0,3.0,6820.0,1823.0
2006-09-17,Piedmont,685000.0,2.0,3500.0,1221.0
2006-01-29,Piedmont,650000.0,2.0,3720.0,990.0
2006-05-21,Piedmont,2510000.0,5.0,8763.0,3199.0
2006-10-29,Piedmont,1747500.0,4.0,7590.0,2772.0
2006-04-30,Piedmont,1600000.0,2.0,4032.0,1110.0
2006-11-05,Piedmont,1100000.0,3.0,6650.0,1879.0
2006-08-13,Piedmont,1000000.0,3.0,7150.0,1340.0
2006-07-02,Piedmont,2200000.0,6.0,5250.0,3593.0
2006-01-15,Piedmont,1749500.0,3.0,14760.0,3550.0
2006-07-02,Piedmont,2150000.0,4.0,9424.0,3012.0
2006-07-23,Piedmont,2350000.0,4.0,10600.0,3273.0
2006-01-08,Piedmont,1050000.0,4.0,7739.0,2137.0
2006-03-05,Piedmont,1385000.0,5.0,5640.0,2828.0
2006-06-25,Piedmont,590000.0,2.0,2750.0,869.0
2006-11-05,Piedmont,1030000.0,3.0,6075.0,1414.0
2006-10-08,Piedmont,925000.0,,3700.0,3134.0
2006-05-14,Piedmont,879000.0,2.0,5920.0,1956.0
2006-07-16,Piedmont,870000.0,2.0,5280.0,1316.0
2006-01-29,Piedmont,1825000.0,4.0,6500.0,3036.0
2006-01-08,Lamorinda,700000.0,3.0,5227.0,1196.0
2006-05-14,Lamorinda,820000.0,3.0,7200.0,1641.0
2006-07-02,Lamorinda,1110000.0,4.0,9525.0,1963.0
2006-07-16,Lamorinda,1000000.0,4.0,11616.0,1997.0
2006-11-26,Lamorinda,960000.0,,9500.0,2932.0
2006-07-16,Lamorinda,1140000.0,3.0,26100.0,1909.0
2006-08-13,Lamorinda,880000.0,3.0,31886.0,1665.0
2006-03-26,Lamorinda,800000.0,3.0,11050.0,1776.0
2006-11-05,Lamorinda,562000.0,2.0,11900.0,829.0
2006-09-10,Lamorinda,840000.0,3.0,12093.0,1621.0
2006-08-13,Lamorinda,1195000.0,3.0,15600.0,1716.0
2006-02-05,Lamorinda,1489000.0,4.0,30056.0,1816.0
2006-04-16,Lamorinda,1400000.0,5.0,39125.0,2602.0
2006-07-09,Lamorinda,1590000.0,4.0,32400.0,2531.0
2006-01-29,Lamorinda,739000.0,4.0,14375.0,1540.0
2006-04-30,Lamorinda,1380000.0,4.0,22560.0,2191.0
2006-04-02,Lamorinda,1300000.0,3.0,41160.0,2071.0
2006-07-02,Lamorinda,850000.0,3.0,22950.0,1404.0
2006-08-20,Lamorinda,1170000.0,3.0,11550.0,1966.0
2006-10-22,Lamorinda,725000.0,3.0,9996.0,1281.0
2006-09-17,Lamorinda,1299000.0,3.0,27750.0,2891.0
2006-05-14,Lamorinda,1295000.0,4.0,10237.0,2427.0
2006-07-23,Lamorinda,939000.0,3.0,11326.0,1780.0
2006-03-26,Lamorinda,1935000.0,3.0,24310.0,2902.0
2006-09-24,Lamorinda,1095000.0,4.0,21840.0,1542.0
2006-05-28,Lamorinda,975000.0,3.0,9800.0,1660.0
2006-09-03,Lamorinda,899000.0,4.0,13504.0,1824.0
2006-05-07,Lamorinda,2600000.0,5.0,44867.0,4915.0
2006-12-24,Lamorinda,2660000.0,3.0,21344.0,2434.0
2006-01-15,Lamorinda,1250000.0,3.0,38333.0,1595.0
2006-09-03,Lamorinda,1360000.0,4.0,11760.0,2578.0
2006-02-05,Lamorinda,1595000.0,4.0,21840.0,3205.0
2006-12-24,Lamorinda,1550000.0,5.0,48787.0,2787.0
2006-06-25,Lamorinda,1324000.0,4.0,46609.0,2278.0
2006-04-09,Lamorinda,899000.0,3.0,11570.0,1607.0
2006-05-07,Lamorinda,1435000.0,4.0,22216.0,2614.0
2006-11-19,Lamorinda,850000.0,3.0,9000.0,1596.0
2006-11-19,Lamorinda,830000.0,4.0,12733.0,2326.0
2006-07-16,Lamorinda,1450000.0,6.0,12240.0,3653.0
2006-06-11,Lamorinda,1495000.0,4.0,13155.0,3615.0
2006-05-21,Lamorinda,2151500.0,5.0,22627.0,4945.0
2006-05-28,Lamorinda,1100000.0,4.0,10000.0,1707.0
2006-07-02,Lamorinda,1360000.0,3.0,21780.0,2716.0
2006-07-30,Lamorinda,724000.0,3.0,8418.0,1023.0
2006-04-09,Lamorinda,1000000.0,3.0,23850.0,1909.0
2006-05-28,Lamorinda,685000.0,1.0,42863.0,803.0
2006-10-15,Lamorinda,527000.0,3.0,18731.0,1193.0
2006-03-19,Lamorinda,2425000.0,3.0,20740.0,1628.0
2006-01-08,Lamorinda,726500.0,3.0,9350.0,1440.0
2006-08-20,Lamorinda,2175000.0,5.0,72310.0,3442.0
2006-01-01,Lamorinda,1280000.0,3.0,39204.0,2014.0
2006-10-22,Lamorinda,1210000.0,6.0,20800.0,3119.0
2006-09-17,Lamorinda,1579000.0,5.0,14725.0,2586.0
2006-04-30,Lamorinda,1150000.0,5.0,40000.0,2956.0
2006-12-17,Lamorinda,812500.0,2.0,21746.0,1140.0
2006-10-15,Lamorinda,1275000.0,3.0,22100.0,1897.0
2006-01-22,Lamorinda,1375000.0,4.0,15682.0,2710.0
2006-08-13,Lamorinda,800000.0,2.0,30660.0,907.0
2006-05-21,Lamorinda,825000.0,4.0,15525.0,1590.0
2006-11-26,Lamorinda,1015000.0,4.0,10846.0,2016.0
2006-05-07,Lamorinda,1210000.0,4.0,17555.0,1451.0
2006-03-19,Lamorinda,990000.0,4.0,17400.0,2081.0
2006-12-03,Lamorinda,1199000.0,4.0,26100.0,3207.0
2006-08-20,Lamorinda,1295000.0,4.0,20860.0,2995.0
2006-08-20,Lamorinda,1149000.0,4.0,16500.0,2714.0
2006-01-01,Lamorinda,854500.0,4.0,15000.0,1829.0
2006-01-22,Lamorinda,930000.0,3.0,15200.0,1589.0
2006-01-29,Lamorinda,1795000.0,4.0,14770.0,3900.0
